Condition,google_product_category,store_code,vehicle_fulfillment(option:store_code),Brand,Model,Year,Color,Mileage,VIN,Price,image_link,link_template
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	ESCAPE		        			    ",2015,"
						            	White		        			    ","78739 miles",1FADP3F26FL249634,"6,900",https://premiumcarsfl.com/wp-content/uploads/2023/10/IFADP3F26FL249634-01-850x550.jpg,https://premiumcarsfl.com/listing/2015-ford-focus-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	CIVIC		        			    ",2021,"
						            	Silver		        			    ","24863 miles",SHHFK7H9XMU413131,"17,900",https://premiumcarsfl.com/wp-content/uploads/2023/09/SHHFK7H9XMU413131-01-850x550.jpg,https://premiumcarsfl.com/listing/2021-honda-civic/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	ELANTRA		        			    ",2020,"
						            	Gray		        			    ","57738 miles",5NPD84LF8LH630311,"6,900",https://premiumcarsfl.com/wp-content/uploads/2024/03/5NPD84LF8LH630311-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-hyundai-elantra-sel-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	ELANTRA		        			    ",2020,"
						            	Gray		        			    ","85721 miles",5NPD84LF4LH575761,"11,900",https://premiumcarsfl.com/wp-content/uploads/2024/03/5NPD84LF4LH575761-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-hyundai-elantra-sel/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	CIVIC		        			    ",2020,"
						            	Gray		        			    ","53630 miles",2HGFC2F69LH509529,"14,900",https://premiumcarsfl.com/wp-content/uploads/2024/03/2HGFC2F69LH509529-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-honda-civic-lx/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	ACCORD		        			    ",2020,"
						            	White		        			    ","126890 miles",1HGCV1F31LA095190,"14,900",https://premiumcarsfl.com/wp-content/uploads/2024/03/1HGCV1F31LA095190-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-honda-accord-sport/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	RAV4		        			    ",2020,"
						            	White		        			    ","47591 miles",2T3W1RFV0LC054785,"22,900",https://premiumcarsfl.com/wp-content/uploads/2024/03/2T3W1RFV0LC054785-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-toyota-rav4-xle/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	C-HR		        			    ",2019,"
						            	Blue		        			    ","78934 miles",JTNKHMBX4K1060052,"14,900",https://premiumcarsfl.com/wp-content/uploads/2024/03/JTNKHMBX4K1060052-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-toyota-c-hr-xle/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	ALTIMA		        			    ",2018,"
						            	Black		        			    ","92581 miles",1N4AL3AP2JC204491,"10,900",https://premiumcarsfl.com/wp-content/uploads/2024/03/1N4AL3AP2JC204491-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-nissan-altima/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	MAZDA		        			    ","
						            	CX-5		        			    ",2017,"
						            	Gray		        			    ","82787 miles",JM3KFACL1H0112618,"13,900",https://premiumcarsfl.com/wp-content/uploads/2024/03/JM3KFACL1H0112618-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-mazda-cx-5-touring/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	FORTE		        			    ",2018,"
						            	White		        			    ","76750 miles",3KPFK4A71JE239430,"9,900",https://premiumcarsfl.com/wp-content/uploads/2024/03/3KPFK4A71JE239430-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-kia-forte-lx/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	FORTE		        			    ",2021,"
						            	Gray		        			    ","86437 miles",3KPF24AD3ME306118,"10,900",https://premiumcarsfl.com/wp-content/uploads/2024/03/3KPF24AD3ME306118-01-850x550.jpg,https://premiumcarsfl.com/listing/2021-kia-forte-lxs/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	ELANTRA		        			    ",2017,"
						            	Blue		        			    ","120890 miles",KMHD74LF6HU397721,"7,900",https://premiumcarsfl.com/wp-content/uploads/2024/03/KMHD74LF6HU397721-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-hyundai-elantra-se-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	EXPLORER		        			    ",2016,"
						            	Black		        			    ","118630 miles",1FM5K7B8XGGB83657,"9,900",https://premiumcarsfl.com/wp-content/uploads/2024/03/1FM5K7B8XGGB83657-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-ford-explorer/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	SONIC		        			    ",2017,"
						            	White		        			    ","89176 miles",1G1JG6SH8H4166611,"8,900",https://premiumcarsfl.com/wp-content/uploads/2024/03/1G1JG6SH8H4166611-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-chevrolet-sonic-lt-auto-fleet/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	Sienna		        			    ",2012,"
						            	Red		        			    ","134146 miles",5TDKK3DC3CS266168,"8,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/5TDKK3DC3CS266168-01-2-850x550.jpg,https://premiumcarsfl.com/listing/2012-toyota-sienna-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	4RUNNER		        			    ",,," miles",5TDKK3DC3CS266168,"8,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/5TDKK3DC3CS266168-01-850x550.jpg,https://premiumcarsfl.com/listing/2012-toyota-sienna/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	VERSA		        			    ",2020,"
						            	White		        			    ","45458 miles",3N1CN8EV7LL804033,"12,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/3N1CN8EV7LL804033-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-nissan-versa-sv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	COROLLA		        			    ",2020,"
						            	Gray		        			    ","83796 miles",JTDEPRAE4LJ071054,"12,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/JTDEPRAE4LJ071054-01-850x550.jpg,https://premiumcarsfl.com/listing/2020toyota-corolla-le/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	COROLLA		        			    ",2019,"
						            	Black		        			    ","34794 miles",2T1BURHE9KC214298,"14,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/2T1BURHE9KC214298-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-toyota-corolla-le/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	COROLLA		        			    ",2018,"
						            	Black		        			    ","131516 miles",2T1BURHE9JC102230,"9,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/2T1BURHE9JC102230-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-toyota-corolla-le/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	ROGUE SPORT		        			    ",2017,"
						            	Red		        			    ","122215 miles",JN1BJ1CP9HW015984,"10,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/JN1BJ1CP9HW015984-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-nissan-rogue-sport/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	SORENTO		        			    ",2017,"
						            	Red		        			    ","90336 miles",5XYPG4A57HG254208,"9,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/5XYPG4A57HG254208-01-1-850x550.jpg,https://premiumcarsfl.com/listing/2017-kia-sorento-lx-v6/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HONDA		        			    ","
						            	PILOT		        			    ",2018,"
						            	Silver		        			    ","109849 miles",5FNYF5H33JB015043,"15,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/5FNYF5H33JB015043-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-honda-pilot-ex/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	EQUINOX		        			    ",2020,"
						            	White		        			    ","94269 miles",2GNAXKEV9L6220739,"13,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/2GNAXKEV9L6220739-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-chevrolet-equinox-lt/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	SENTRA		        			    ",2019,"
						            	Black		        			    ","94963 miles",3N1AB7AP9KY278538,"9,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/3NIAB7AP9KY278538-01-850x550.jpg,https://premiumcarsfl.com/listing/15168/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	ROGUE		        			    ",2018,"
						            	Black		        			    ","102491 miles",KNMAT2MT1JP613653,"10,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/KNMAT2MT1JP613653-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-nissan-rogue-s/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	PATHFINDER		        			    ",2020,"
						            	Gray		        			    ","94323 miles",5N1DR2AN2LC578838,"14,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/5N1DR2AN2LC578838-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-nissan-pathfinder-s/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	FORTE		        			    ",2020,"
						            	Silver		        			    ","78246 miles",3KPF24AD9LE200965,"10,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/3KPF24AD9LE200965-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-kia-forte-lxs/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	JEEP		        			    ","
						            	GRAND CHEROKEE		        			    ",2014,"
						            	White		        			    ","135288 miles",1C4RJFAG7EC280167,"8,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/1C4RJFAG7EC280167-01-850x550.jpg,https://premiumcarsfl.com/listing/2014-jeep-grand-cherokee-4x4/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	ESCAPE		        			    ",2017,"
						            	Gray		        			    ","65577 miles",1FMCU0GD8HUE86518,"10,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/1FMCU0GD8HUE86518-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-ford-escape-se/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	TUCSON		        			    ",2016,"
						            	Blue		        			    ","91463 miles",KM8J23A44GU181829,"9,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/KM8J23A44GU181829-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-hyundai-tucson-se/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	ELANTRA		        			    ",2017,"
						            	Blue		        			    ","127360 miles",KMHD35LH2HU373662,"7,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/KMHD35LH2HU373662-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-hyundai-elantra-gt-hatchback-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	GMC		        			    ","
						            	YUKON		        			    ",2016,"
						            	White		        			    ","93658 miles",1GKS1GKC0GR391375,"21,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/1GKS1GKC0GR391375-01-2-850x550.jpg,https://premiumcarsfl.com/listing/2016-gmc-yukon-lx/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	OPTIMA		        			    ",2016,"
						            	Black		        			    ","122493 miles",5XXGT4L35GG016027,"7,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/5XXGT4L35GG016027-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-kia-optima-lx-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	OPTIMA		        			    ",2016,"
						            	Red		        			    ","90627 miles",5XXGT4L30GG076670,"6,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/5XXGT4L30GG076670-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-kia-optima-lx/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	JEEP		        			    ","
						            	CHEROKEE		        			    ",2016,"
						            	Black		        			    ","60184 miles",1C4PJMCS8GW286526,"16,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/1C4PJMCS8GW286526-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-jeep-cherokee-4wd-latitude/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	ESCAPE		        			    ",2020,"
						            	Gold		        			    ","33401 miles",1FMCU0G68LUC20989,"17,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/1FMCU0G68LUC20989-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-ford-escape-se/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	CRUZE		        			    ",2018,"
						            	Red		        			    ","139412 miles",1G1BE5SM8J7135641,"7,400",https://premiumcarsfl.com/wp-content/uploads/2024/02/1G1BE5SM8J7135641-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-chevrolet-cruze-lt-auto/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	ELANTRA		        			    ",2020,"
						            	White		        			    ","57256 miles",5NPD84LF4LH603669,"14,995",https://premiumcarsfl.com/wp-content/uploads/2024/02/5NPD84LF4LH603669-01-1-850x550.jpg,https://premiumcarsfl.com/listing/2020-hyundai-elantra-value-edition-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	ELANTRA		        			    ",2017,"
						            	Silver		        			    ","112320 miles",5NPD74LF0HH184746,"7,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/5NPD74LF0HH184746-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-hyundai-elantra-se/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	TRANSIT CONNECT		        			    ",2016,"
						            	Black		        			    ","107619 miles",1FTYE1YM7GKA38311,"19,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/1FTYE1YM7GKA38311-01-850x550.jpg,https://premiumcarsfl.com/listing/2016-ford-transit-150-v-6-engine-high-roof/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	EQUINOX		        			    ",2018,"
						            	Black		        			    ","42897 miles",2GNAXHEV3J6344280,"15,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/2GNAXHEV3J6344280-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-chevrolet-equinox-suv-w-1-ls/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	GMC		        			    ","
						            	CANYON		        			    ",2016,"
						            	White		        			    ","93658 miles",1GKS1GKC0GR391375,"21,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/1GKS1GKC0GR391375-01-850x550.jpg,https://premiumcarsfl.com/listing/gmc-yukon-xl-slt-4x2-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	SONATA		        			    ",2016,"
						            	White		        			    ","98637 miles",5NPE24AA7GH390073,"9,100",https://premiumcarsfl.com/wp-content/uploads/2024/02/5NPE24AA7GH390073-01-850x550.jpg,https://premiumcarsfl.com/listing/hyundai-sonata-eco-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	EXPLORER		        			    ",2017,"
						            	Black		        			    ","65583 miles",1FM5K7D89HGC51770,"16,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/1FM5K7D89HGC51770-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-ford-explorer-xlt/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	BMW		        			    ","
						            	328d		        			    ",2014,"
						            	Black		        			    ","98320 miles",WBA3D5C57EKX99077,"10,800",https://premiumcarsfl.com/wp-content/uploads/2024/02/WBA3D5C57EKX99077-01-850x550.jpg,https://premiumcarsfl.com/listing/328d-xdrive-awd-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	C-HR		        			    ",2019,"
						            	Silver		        			    ","89784 miles",JTNKHMBX7K1036523,"16,400",https://premiumcarsfl.com/wp-content/uploads/2024/02/JTNKHMBX7K1036523-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-toyota-c-hr/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	SPORTAGE		        			    ",2020,"
						            	Gold		        			    ","88289 miles",KNDPM3AC1L7722439,"14,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/KNDPM3AC1L7722439-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-kia-sportage-lx/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	SOUL		        			    ",2021,"
						            	Red		        			    ","63161 miles",KNDJ23AU1M7748058,"14,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/KNDJ23AU1M7748058-01-850x550.jpg,https://premiumcarsfl.com/listing/2021-kia-soul-wagon/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	TUCSON		        			    ",2020,"
						            	Silver		        			    ","36420 miles",KM8J23A44LU265966,"17,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/KM8J23A44LU265966-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-hyundai-tucson-se/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	SOUL		        			    ",2023,"
						            	Gray		        			    ","35680 miles",KNDJ23AU4P7204139,"16,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/KNDJ23AU4P7204139-01-850x550.jpg,https://premiumcarsfl.com/listing/2023-kia-soul-s-sport-wagon/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	FUSION		        			    ",2018,"
						            	Gray		        			    ","94219 miles",3FA6P0HD7JR188987,"10,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/3FA6P0HD7JR188987-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-ford-fusion-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	PORSCHE		        			    ","
						            	PANAMERA		        			    ",2020,"
						            	White		        			    ","23426 miles",WP0AA2A77LL103783,"68,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/WP0AA2A77LL103783-01-1-850x550.jpg,https://premiumcarsfl.com/listing/2020-porsche-panamera-4-awd/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	BMW		        			    ","
						            	PANAMERA		        			    ",2018,"
						            	White		        			    ","90926 miles",WBA8B9G52JNU98092,"22,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/WBA8B9G52JNU98092-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-bmw-3-series-330i-xdrive-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	COROLLA		        			    ",2021,"
						            	Black		        			    ","79343 miles",5YFS4MCE1MP064765,"17,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/5YFS4MCE1MP064765-01-850x550.jpg,https://premiumcarsfl.com/listing/2021-toyota-corolla-se-4dr-sedan-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	COROLLA		        			    ",2021,"
						            	White		        			    ","74104 miles",JTDS4MCE8MJ065013,"18,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/JTDS4MCE8MJ065013-01-850x550.jpg,https://premiumcarsfl.com/listing/2021-toyota-corolla-se-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	SENTRA		        			    ",2019,"
						            	Gray		        			    ","99564 miles",3N1CB7AP4KY229367,"11,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/3N1CB7AP4KY229367-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-hyundai-elantra-sel-4dr-sedan-2-3/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	KIA		        			    ","
						            	OPTIMA		        			    ",2018,"
						            	Black		        			    ","76807 miles",5XXGU4L13KG286104,"14,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/5XXGU4L13KG286104-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-hyundai-elantra-sel-4dr-sedan-2-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	ELANTRA		        			    ",2018,"
						            	Black		        			    ","119572 miles",5NPD84LF4JH368686,"8,900",https://premiumcarsfl.com/wp-content/uploads/2024/02/5NPD84LF4JH368686-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-hyundai-elantra-sel-4dr-sedan-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	RAM		        			    ","
						            	PROMASTER		        			    ",2019,"
						            	White		        			    ","94682 miles",ZFBHRFBB9K6L97673,"16,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/ZFBHRFBB9K6L97673-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-ram-promaster-city-slt-4dr-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	SANTA FE		        			    ",2017,"
						            	Blue		        			    ","122684 miles",KM8SM4HF1HU209258,"7,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/KM8SM4HF1HU209258-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-ford-transit-connect-xl-4dr-lwb-cargo-mini-van-w-rear-doors-3/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	TRANSIT CONNECT		        			    ",2015,"
						            	White		        			    ","147309 miles",NM0KE6EX9F1210406,"13,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/NM0KE6EX9F1210406-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-ford-transit-connect-xl-4dr-lwb-cargo-mini-van-w-rear-doors-2/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	RAV4		        			    ",2020,"
						            	White		        			    ","104861 miles",2T3H1RFV2LC050584,"17,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/2T3H1RFV2LC050584-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-ford-transit-connect-xl-4dr-lwb-cargo-mini-van-w-rear-doors/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	TRANSIT CONNECT		        			    ",2019,"
						            	White		        			    ","105749 miles",NM0LS7E21K1429734,"18,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/NM0LS7E21K1429734-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-ford-transit-connect-xl-4dr-cargo-mini-van/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHEVROLET		        			    ","
						            	BLAZER		        			    ",2017,"
						            	White		        			    ","164230 miles",1GCRCNEC7HZ120612,"13,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/1GCRCNEC7HZ120612-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-chevrolet-silverado-1500/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	FUSION		        			    ",2017,"
						            	White		        			    ","104484 miles",3FA6P0HD1HR116340,"8,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/3FA6P0HD1HR116340-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-ford-fusion-se-sedan-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	ROGUE		        			    ",2018,"
						            	Black		        			    ","102491 miles",KNMAT2MT1JP613653,"10,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/KNMAT2MT1JP613653-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-nissan-rogue-s-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	MITSUBISHI		        			    ","
						            	ECLIPSE CROSS		        			    ",2019,"
						            	Black		        			    ","81646 miles",JA4AT3AA0KZ034209,"11,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/JA4AT3AA0KZ034209-01-850x550.jpg,https://premiumcarsfl.com/listing/2019-mitsubishi-eclipse-cross-es-sport-utility-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	BMW		        			    ",,2017,"
						            	Gray		        			    ","111521 miles",5UXWZ7C57H0T44094,"10,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/5UXWZ7C57H0T44094-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-bmw-x3-sdrive28i-4dr-suv/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	FORD		        			    ","
						            	EDGE		        			    ",2020,"
						            	Silver		        			    ","74518 miles",MAJ6S3KL7LC365426,"14,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/MAJ6S3KL7LC365426-01-850x550.jpg,https://premiumcarsfl.com/listing/2020-ford-ecosport-titanium-4dr-crossover/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CADILLAC		        			    ",,2014,"
						            	White		        			    ","100764 miles",1G6AG5RX0E0145918,"8,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/1G6AG5RX0E0145918-01-2-850x550.jpg,https://premiumcarsfl.com/listing/2014-cadillac-ats-2-0t-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	NISSAN		        			    ","
						            	ALTIMA		        			    ",2020,"
						            	Gray		        			    ","58312 miles",1N4BL4BV3LC207264,"22,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/1N4BL4BV3LC207264-01-1-850x550.jpg,https://premiumcarsfl.com/listing/2020-nissan-altima-sedan-4d/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	TOYOTA		        			    ","
						            	COROLLA		        			    ",2021,"
						            	Silver		        			    ","61517 miles",5YFEPMAE7MP219679,"15,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/5YFEPMAE7MP219679-01-850x550.jpg,https://premiumcarsfl.com/listing/2021-toyota-corolla-le-4dr-sedan-4/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	HYUNDAI		        			    ","
						            	ELANTRA		        			    ",2018,"
						            	Silver		        			    ","136830 miles",5NPD84LFXJH400864,"7,900",https://premiumcarsfl.com/wp-content/uploads/2024/01/5NPD84LFXJH400864-01-850x550.jpg,https://premiumcarsfl.com/listing/2018-hyundai-elantra-sel-4dr-sedan/?store=xpremium
Used,123,xpremium,in_store:premium,"
						            	CHRYSLER		        			    ","
						            	PACIFICA		        			    ",2017,"
						            	Blue		        			    ","85444 miles",2C4RC1DG0HR522169,"12,900",https://premiumcarsfl.com/wp-content/uploads/2023/12/2C4RC1DG0HR522169-01-850x550.jpg,https://premiumcarsfl.com/listing/2017-chrysler-pacifica-touring-4dr-mini-van/?store=xpremium
